name,classification,total_count,male_count,female_count,male_share,female_share,rank,prop100k,source
Reagan,neutral,58855,6638,52217,0.112786,0.887214,811,19.486375753821946,census_2020_first_names_by_sex
Bryson,male,58590,58272,318,0.994572,0.005428,812,19.398636571513514,census_2020_first_names_by_sex
Felipe,male,58515,58330,185,0.996838,0.003162,813,19.373804727463956,census_2020_first_names_by_sex
Kaden,male,58483,57346,1137,0.980558,0.019442,814,19.363209807336144,census_2020_first_names_by_sex
Beatrice,female,58355,92,58263,0.001577,0.998423,815,19.320830126824902,census_2020_first_names_by_sex
Everett,male,58340,57777,563,0.990350,0.009650,816,19.315863758014991,census_2020_first_names_by_sex
Robyn,female,58115,908,57207,0.015624,0.984376,817,19.241368225866321,census_2020_first_names_by_sex
Byron,male,57834,57740,94,0.998375,0.001625,819,19.148331583493981,census_2020_first_names_by_sex
Dillon,male,57539,56802,737,0.987191,0.012809,820,19.050659663565728,census_2020_first_names_by_sex
Marshall,male,57529,56832,697,0.987884,0.012116,821,19.047348751025787,census_2020_first_names_by_sex
Jada,female,57490,335,57155,0.005827,0.994173,822,19.034436192120019,census_2020_first_names_by_sex
Joey,neutral,57447,51153,6294,0.890438,0.109562,823,19.020199268198272,census_2020_first_names_by_sex
Marianne,female,57194,40,57154,0.000699,0.999301,824,18.936433180937769,census_2020_first_names_by_sex
Orlando,male,57035,56874,161,0.997177,0.002823,825,18.883789671552709,census_2020_first_names_by_sex
Mckenzie,female,56889,1795,55094,0.031553,0.968447,826,18.835450348469571,census_2020_first_names_by_sex
Sonya,female,56885,74,56811,0.001301,0.998699,827,18.834125983453596,census_2020_first_names_by_sex
Vernon,male,56780,56493,287,0.994945,0.005055,828,18.799361401784218,census_2020_first_names_by_sex
Adrienne,female,56597,347,56250,0.006131,0.993869,829,18.738771702303296,census_2020_first_names_by_sex
Gracie,female,56345,117,56228,0.002076,0.997924,830,18.65533670629679,census_2020_first_names_by_sex
Sawyer,neutral,56257,45532,10725,0.809357,0.190643,831,18.626200675945309,census_2020_first_names_by_sex
Mariana,female,56200,167,56033,0.002972,0.997028,832,18.607328474467646,census_2020_first_names_by_sex
Skyler,neutral,56083,33814,22269,0.602928,0.397072,833,18.568590797750339,census_2020_first_names_by_sex
Nadia,female,56039,87,55952,0.001552,0.998448,834,18.554022782574599,census_2020_first_names_by_sex
Vera,female,55795,130,55665,0.002330,0.997670,835,18.473236516600043,census_2020_first_names_by_sex
Dwayne,male,55729,55602,127,0.997721,0.002279,836,18.451384493836432,census_2020_first_names_by_sex
Billie,neutral,55679,8123,47556,0.145890,0.854110,837,18.434829931136729,census_2020_first_names_by_sex
Cassidy,female,55593,2881,52712,0.051823,0.948177,838,18.406356083293236,census_2020_first_names_by_sex
Angelo,male,55360,54849,511,0.990770,0.009230,839,18.329211821112612,census_2020_first_names_by_sex
Kirk,male,55261,55172,89,0.998389,0.001611,840,18.296433786967199,census_2020_first_names_by_sex
Nichole,female,55220,126,55094,0.002282,0.997718,841,18.28285904555344,census_2020_first_names_by_sex
Kari,female,55005,687,54318,0.012490,0.987510,842,18.211674425944715,census_2020_first_names_by_sex
Clinton,male,54834,54739,95,0.998267,0.001733,843,18.155057821511726,census_2020_first_names_by_sex
Hilda,female,54736,98,54638,0.001790,0.998210,844,18.122610878620304,census_2020_first_names_by_sex
Bobbie,neutral,54717,5875,48842,0.107371,0.892629,845,18.116320144794415,census_2020_first_names_by_sex
Lilly,female,54556,118,54438,0.002163,0.997837,846,18.063014452901367,census_2020_first_names_by_sex
Lynne,female,54525,215,54310,0.003943,0.996057,847,18.052750624027553,census_2020_first_names_by_sex
Alana,female,54144,87,54057,0.001607,0.998393,848,17.926604856255807,census_2020_first_names_by_sex
Guy,male,54143,54003,140,0.997414,0.002586,849,17.92627376500181,census_2020_first_names_by_sex
Kent,male,54012,53873,139,0.997426,0.002574,850,17.882900810728586,census_2020_first_names_by_sex
Marta,female,53965,147,53818,0.002724,0.997276,851,17.867339521790864,census_2020_first_names_by_sex
Sidney,neutral,53874,33307,20567,0.618239,0.381761,852,17.837210217677402,census_2020_first_names_by_sex
Thelma,female,53801,99,53702,0.001840,0.998160,853,17.813040556135835,census_2020_first_names_by_sex
Dallas,neutral,53582,43204,10378,0.806316,0.193684,854,17.740531571511127,census_2020_first_names_by_sex
Yvette,female,53499,81,53418,0.001514,0.998486,855,17.713050997429619,census_2020_first_names_by_sex
Aria,female,53360,869,52491,0.016286,0.983714,856,17.667029313124441,census_2020_first_names_by_sex
Gage,male,53248,52980,268,0.994967,0.005033,857,17.629947092677103,census_2020_first_names_by_sex
Kai,neutral,53204,45935,7269,0.863375,0.136625,858,17.615379077501363,census_2020_first_names_by_sex
Rylee,female,53194,4237,48957,0.079652,0.920348,859,17.612068164961425,census_2020_first_names_by_sex
Ezra,male,52906,50305,2601,0.950837,0.049163,860,17.516713883811125,census_2020_first_names_by_sex
Fatima,female,52703,149,52554,0.002827,0.997173,861,17.449502359250328,census_2020_first_names_by_sex
Easton,male,52590,51827,763,0.985492,0.014508,862,17.412089047548996,census_2020_first_names_by_sex
Jonathon,male,52576,52506,70,0.998669,0.001331,863,17.407453769993079,census_2020_first_names_by_sex
Roxanne,female,52496,42,52454,0.000800,0.999200,864,17.380966469673552,census_2020_first_names_by_sex
Jordyn,female,52485,3971,48514,0.075660,0.924340,865,17.377324465879617,census_2020_first_names_by_sex
Sheri,female,52459,45,52414,0.000858,0.999142,866,17.368716093275768,census_2020_first_names_by_sex
Elisa,female,52348,279,52069,0.005330,0.994670,867,17.331964964082427,census_2020_first_names_by_sex
Mallory,female,52306,712,51594,0.013612,0.986388,868,17.318059131414675,census_2020_first_names_by_sex
Stuart,male,52140,51887,253,0.995148,0.004852,869,17.263097983251654,census_2020_first_names_by_sex
Milton,male,51890,51784,106,0.997957,0.002043,870,17.180325169753136,census_2020_first_names_by_sex
Saul,male,51866,51745,121,0.997667,0.002333,871,17.172378979657278,census_2020_first_names_by_sex
Maribel,female,51831,94,51737,0.001814,0.998186,872,17.160790785767482,census_2020_first_names_by_sex
Mohammad,male,51757,51668,89,0.998280,0.001720,873,17.136290032971921,census_2020_first_names_by_sex
Roland,male,51667,51536,131,0.997465,0.002535,874,17.106491820112453,census_2020_first_names_by_sex
Kenny,male,51666,50635,1031,0.980045,0.019955,875,17.106160728858459,census_2020_first_names_by_sex
Gayle,female,51625,2218,49407,0.042964,0.957036,876,17.092585987444703,census_2020_first_names_by_sex
Terrence,male,51590,51383,207,0.995988,0.004012,877,17.080997793554911,census_2020_first_names_by_sex
Kayden,neutral,51575,44722,6853,0.867126,0.132874,878,17.076031424744997,census_2020_first_names_by_sex
Kaitlin,female,51533,52,51481,0.001009,0.998991,879,17.062125592077244,census_2020_first_names_by_sex
Lonnie,male,51396,48047,3349,0.934839,0.065161,880,17.016766090280058,census_2020_first_names_by_sex
Ismael,male,51341,51166,175,0.996591,0.003409,881,16.998556071310382,census_2020_first_names_by_sex
Conner,male,51296,50509,787,0.984658,0.015342,882,16.983656964880648,census_2020_first_names_by_sex
Lena,female,51228,87,51141,0.001698,0.998302,883,16.96114275960905,census_2020_first_names_by_sex
Genevieve,female,51136,61,51075,0.001193,0.998807,884,16.930682364241594,census_2020_first_names_by_sex
Celeste,female,51111,132,50979,0.002583,0.997417,885,16.922405082891743,census_2020_first_names_by_sex
Bob,male,51102,50481,621,0.987848,0.012152,886,16.919425261605795,census_2020_first_names_by_sex
Terrance,male,51100,50755,345,0.993249,0.006751,887,16.918763079097808,census_2020_first_names_by_sex
Rosemarie,female,51041,40,51001,0.000784,0.999216,888,16.899228695112157,census_2020_first_names_by_sex
Mya,female,51028,279,50749,0.005468,0.994532,889,16.894924508810231,census_2020_first_names_by_sex
Daryl,male,50922,47436,3486,0.931542,0.068458,890,16.859828835886859,census_2020_first_names_by_sex
Rodolfo,male,50870,50792,78,0.998467,0.001533,891,16.842612090679165,census_2020_first_names_by_sex
Esmeralda,female,50748,128,50620,0.002522,0.997478,892,16.802218957691888,census_2020_first_names_by_sex
Wade,male,50704,50549,155,0.996943,0.003057,893,16.787650942516148,census_2020_first_names_by_sex
Tyrone,male,50642,50502,140,0.997235,0.002765,894,16.767123284768516,census_2020_first_names_by_sex
Kirsten,female,50529,228,50301,0.004512,0.995488,895,16.729709973067184,census_2020_first_names_by_sex
Doug,male,50315,50246,69,0.998629,0.001371,896,16.658856444712448,census_2020_first_names_by_sex
Tabitha,female,50189,67,50122,0.001335,0.998665,897,16.617138946709193,census_2020_first_names_by_sex
Elsa,female,50134,114,50020,0.002274,0.997726,898,16.598928927739518,census_2020_first_names_by_sex
Ivy,female,50093,1218,48875,0.024315,0.975685,899,16.585354186325763,census_2020_first_names_by_sex
Damon,male,50023,49887,136,0.997281,0.002719,900,16.562177798546173,census_2020_first_names_by_sex
Beatriz,female,49937,90,49847,0.001802,0.998198,901,16.533703950702684,census_2020_first_names_by_sex
Vicky,female,49818,402,49416,0.008069,0.991931,902,16.494304091477389,census_2020_first_names_by_sex
Donovan,male,49795,49558,237,0.995240,0.004760,903,16.486688992635525,census_2020_first_names_by_sex
Yesenia,female,49764,102,49662,0.002050,0.997950,904,16.476425163761707,census_2020_first_names_by_sex
Johanna,female,49738,96,49642,0.001930,0.998070,905,16.467816791157858,census_2020_first_names_by_sex
Celia,female,49709,89,49620,0.001790,0.998210,906,16.458215144792032,census_2020_first_names_by_sex
Alisha,female,49566,110,49456,0.002219,0.997781,907,16.410869095470879,census_2020_first_names_by_sex
Colby,male,49553,45954,3599,0.927371,0.072629,908,16.406564909168953,census_2020_first_names_by_sex
Marisol,female,49544,133,49411,0.002684,0.997316,909,16.403585087883009,census_2020_first_names_by_sex
Valentina,female,49540,127,49413,0.002564,0.997436,910,16.40226072286703,census_2020_first_names_by_sex
Alec,male,49538,49116,422,0.991481,0.008519,911,16.401598540359043,census_2020_first_names_by_sex
Damien,male,49449,49235,214,0.995672,0.004328,912,16.372131418753568,census_2020_first_names_by_sex
Alfonso,male,49412,49304,108,0.997814,0.002186,913,16.359881042355788,census_2020_first_names_by_sex
Wilma,female,49398,228,49170,0.004616,0.995384,914,16.355245764799871,census_2020_first_names_by_sex
Aimee,female,49383,38,49345,0.000769,0.999231,915,16.350279395989961,census_2020_first_names_by_sex
Dwight,male,49320,49236,84,0.998297,0.001703,916,16.329420646988332,census_2020_first_names_by_sex
Ted,male,49170,49076,94,0.998088,0.001912,917,16.279756958889219,census_2020_first_names_by_sex
Janelle,female,48979,96,48883,0.001960,0.998040,918,16.216518529376348,census_2020_first_names_by_sex
Reese,neutral,48829,14904,33925,0.305228,0.694772,919,16.166854841277239,census_2020_first_names_by_sex
Harvey,male,48796,48526,270,0.994467,0.005533,920,16.155928829895434,census_2020_first_names_by_sex
Marisa,female,48703,57,48646,0.001170,0.998830,921,16.12513734327398,census_2020_first_names_by_sex
Mikayla,female,48659,90,48569,0.001850,0.998150,922,16.11056932809824,census_2020_first_names_by_sex
Lana,female,48612,83,48529,0.001707,0.998293,923,16.095008039160518,census_2020_first_names_by_sex
Floyd,male,48533,48374,159,0.996724,0.003276,924,16.068851830094989,census_2020_first_names_by_sex
Michaela,female,48489,143,48346,0.002949,0.997051,925,16.054283814919248,census_2020_first_names_by_sex
Antonia,female,48453,1457,46996,0.030070,0.969930,926,16.042364529775462,census_2020_first_names_by_sex
Cara,female,48443,93,48350,0.001920,0.998080,927,16.039053617235517,census_2020_first_names_by_sex
Caitlyn,female,48237,55,48182,0.001140,0.998860,928,15.970848818912739,census_2020_first_names_by_sex
Bernice,female,48083,489,47594,0.010170,0.989830,929,15.919860765797647,census_2020_first_names_by_sex
Mohammed,male,48042,47953,89,0.998147,0.001853,930,15.90628602438389,census_2020_first_names_by_sex
Serenity,female,47964,85,47879,0.001772,0.998228,931,15.880460906572353,census_2020_first_names_by_sex
Trent,male,47904,47793,111,0.997683,0.002317,932,15.860595431332706,census_2020_first_names_by_sex
Annabelle,female,47696,69,47627,0.001447,0.998553,933,15.791728450501939,census_2020_first_names_by_sex
Clyde,male,47655,47279,376,0.992110,0.007890,934,15.77815370908818,census_2020_first_names_by_sex
Emilia,female,47586,120,47466,0.002522,0.997478,935,15.755308412562588,census_2020_first_names_by_sex
Lester,male,47571,47342,229,0.995186,0.004814,936,15.750342043752676,census_2020_first_names_by_sex
Mila,female,47530,216,47314,0.004544,0.995456,937,15.736767302338919,census_2020_first_names_by_sex
Dianna,female,47528,49,47479,0.001031,0.998969,938,15.736105119830931,census_2020_first_names_by_sex
Johnnie,neutral,47521,31691,15830,0.666884,0.333116,939,15.733787481052973,census_2020_first_names_by_sex
Arnold,male,47513,47416,97,0.997958,0.002042,940,15.731138751021019,census_2020_first_names_by_sex
Tessa,female,47455,45,47410,0.000948,0.999052,941,15.711935458289362,census_2020_first_names_by_sex
Jimmie,neutral,47100,39790,7310,0.844798,0.155202,943,15.594398063121462,census_2020_first_names_by_sex
Camden,male,47078,44000,3078,0.934619,0.065381,944,15.587114055533592,census_2020_first_names_by_sex
Tatiana,female,47073,60,47013,0.001275,0.998725,945,15.585458599263623,census_2020_first_names_by_sex
Hayley,female,47063,54,47009,0.001147,0.998853,946,15.58214768672368,census_2020_first_names_by_sex
Piper,female,46877,280,46597,0.005973,0.994027,947,15.520564713480779,census_2020_first_names_by_sex
Perry,male,46765,44460,2305,0.950711,0.049289,948,15.483482493033442,census_2020_first_names_by_sex
Susana,female,46458,67,46391,0.001442,0.998558,949,15.381837478057259,census_2020_first_names_by_sex
Lourdes,female,46439,154,46285,0.003316,0.996684,950,15.375546744231372,census_2020_first_names_by_sex
Josie,female,46382,549,45833,0.011836,0.988164,951,15.356674542753709,census_2020_first_names_by_sex
Trenton,male,46322,46222,100,0.997841,0.002159,952,15.336809067514062,census_2020_first_names_by_sex
Emilio,male,46295,46167,128,0.997235,0.002765,953,15.327869603656223,census_2020_first_names_by_sex
Mohamed,male,46254,46149,105,0.997730,0.002270,954,15.314294862242464,census_2020_first_names_by_sex
Antoinette,female,46137,56,46081,0.001214,0.998786,955,15.275557185525157,census_2020_first_names_by_sex
Braxton,male,46070,45379,691,0.985001,0.014999,956,15.253374071507555,census_2020_first_names_by_sex
Lacey,female,46058,655,45403,0.014221,0.985779,957,15.249400976459622,census_2020_first_names_by_sex
Traci,female,46048,153,45895,0.003323,0.996677,958,15.246090063919684,census_2020_first_names_by_sex
Allyson,female,45707,103,45604,0.002253,0.997747,959,15.1331879463077,census_2020_first_names_by_sex
Elliot,neutral,45706,40588,5118,0.888023,0.111977,960,15.132856855053705,census_2020_first_names_by_sex
Josefina,female,45594,104,45490,0.002281,0.997719,961,15.095774634606368,census_2020_first_names_by_sex
Kristopher,male,45559,45444,115,0.997476,0.002524,962,15.084186440716575,census_2020_first_names_by_sex
Hanna,female,45248,842,44406,0.018609,0.981391,963,14.981217060724413,census_2020_first_names_by_sex
Elisabeth,female,45239,55,45184,0.001216,0.998784,964,14.978237239438467,census_2020_first_names_by_sex
Geoffrey,male,45230,45180,50,0.998895,0.001105,965,14.97525741815252,census_2020_first_names_by_sex
Kelley,female,45163,4010,41153,0.088789,0.911211,966,14.953074304134917,census_2020_first_names_by_sex
Weston,male,45042,44896,146,0.996759,0.003241,967,14.913012262401633,census_2020_first_names_by_sex
Ryder,male,44966,43767,1199,0.973335,0.026665,968,14.887849327098081,census_2020_first_names_by_sex
Graham,male,44924,44654,270,0.993990,0.006010,969,14.873943494430332,census_2020_first_names_by_sex
